FileName	CPPvoiceDet	CPPNOvoiceDet	Pitch	CPP fo Voice Det
p226_001	9.717095093484883	5.341440701545129	166.1791080548302	153.26596551461344
p226_002	11.469495241572789	7.406948944638393	141.9480805419436	139.41375910779803
p226_003	12.787770887154451	7.972428948693108	137.0820505591652	160.03491457546554
p226_004	11.749658209583147	7.861811757766585	146.6594177280219	154.71088926503586
p226_005	13.100639662234203	8.73645334985943	122.54575556625197	124.01651312686556
p226_006	12.52626752131689	8.695649357026058	124.53113715699818	127.14604170085873
p226_007	11.34446676702947	8.913824227341248	124.20034081778948	104.53867937512346
p226_008	12.444045702788465	8.659366129560354	130.9218060894158	149.50488930787628
p226_009	11.52860038159319	9.120482669708156	118.45302011265959	114.3167607972728
p226_010	10.960442624851469	7.673467977303507	154.27410248145293	147.42225956263644
p226_011	11.79584177458158	9.17324991095889	119.93792192522491	150.52826185621532
p226_012	11.668278948817765	8.689217262359476	127.31202802568069	133.79225915407406
p226_013	11.176618324971836	8.472417648400363	142.21359517677723	123.65823837514954
p226_014	11.968172606205622	9.230666961087941	120.74427853811865	105.15526029233999
p226_015	11.787011562843379	9.178317993298934	127.23756076900884	146.28557233047601
p226_016	11.398640642247091	8.143077238091935	123.21279965033925	113.00453462783581
p226_017	11.769633862532789	8.43566265118183	118.86589245449008	126.24779479870888
p226_018	11.725838202815831	8.780886787456922	138.57036108654592	154.9266803412691
p226_019	10.050813068737254	7.743290072229875	155.28651426872906	129.78246788598346
p226_020	11.465325300821782	8.833403132250877	119.19609104788294	133.4820677570661
p226_021	11.12911622562516	8.19626950174185	150.58281391331602	159.41376514930747
p226_022	11.87793183509859	8.941537542461582	144.6735514540426	124.43343714064291
p226_023	11.829456304296102	9.400157849927911	136.052896579238	270.27749371065914
p226_024	13.309357240926138	9.932284788738164	109.20823681816954	139.01833713192
p226_025	12.196475962302632	6.712160817487633	133.13282382542474	131.4758720408052
p226_026	12.633921943139088	7.96325008567989	133.48477116585357	100.08132456363336
p226_027	12.300987474026911	9.364618593137283	127.40600162344629	127.93802259399871
p226_028	9.93314254340366	7.210588170844737	191.04710258704364	281.6077603190942
p226_029	11.159532462756767	7.989854507651212	152.24394965779794	132.2836601149717
p226_030	10.843078734234997	6.854475215825104	152.850429872902	116.92941666973968
p226_031	11.378611992083126	6.421054509305527	115.71146194429255	137.7827630633864
p226_032	15.398250431649544	8.286728088690342	109.69714224555419	117.29969030569866
p226_033	13.179544199315583	9.183835301112557	123.58666535167302	115.52116836909752
p226_034	11.636316643235155	8.543505086451965	140.98274820516156	168.3398194253783
p226_036	10.676641329103262	7.201554680347543	137.75387420595828	170.82330530621118
p226_037	11.110374979178935	8.124097787058904	120.62363121955525	122.09482017263139
p226_039	10.813650501313669	6.276682900839388	118.1831492470484	317.04306409593624
p226_040	8.225796872586725	5.416150192456721	190.0743935666371	195.36193121979312
p226_041	12.514891379720051	8.110857025824963	180.0425196954768	125.48806852679505
p226_042	10.910871997923648	7.381936798454011	130.7650862864769	138.54001798938467
p226_043	15.0769472852619	9.102560351791528	127.7162527848802	120.78600968170448
p226_044	12.024957208972276	7.615968103136079	104.55437438390175	107.45111946526656
p226_045	9.342398549521274	5.7934680722442815	187.9913825179304	134.99231522582937
p226_046	10.754427631774192	8.01911758633559	139.13092004011352	156.8340883726406
p226_047	13.376359423620896	6.742585720458764	121.02129017496354	112.73788884602482
p226_048	9.905963440396912	5.782301330001094	114.83383026686742	90.73152450166954
p226_049	10.739963563888386	6.961576554313175	127.07828649861308	128.96689308150894
p226_050	12.079958358862045	8.72580998405263	128.9297273124592	143.6917880388488
p226_051	11.043273258485605	7.739015443676954	130.09909506509106	240.82407854724616
p226_052	9.081833849768065	6.001352538531665	146.53228329873465	255.66629309694108
p226_053	11.34152270184475	7.407562826559233	134.95734095873004	115.03318532038537
p226_054	10.423151181291413	7.324356846403192	145.66560760648085	114.8425902437593
p226_055	12.531073099405946	8.599246934350939	135.29713966386217	112.81474212971459
p226_056	12.54031100218654	8.187230236146698	135.61261507277842	135.07253979065928
p226_057	9.87924595969162	6.758810146325798	156.0358085475242	234.65841502505418
p226_058	10.829979082139934	6.796244411220789	157.51276322313404	120.18822346376636
p226_059	11.094105526858415	6.269470215542052	140.19444539652133	139.6140941588235
p226_060	10.62725687496231	6.4770523930906725	112.02151017605759	108.9067288265791
p226_061	10.284124036646864	7.736298226409291	154.13131326341139	115.60016927706306
p226_062	11.604356488851593	8.063092144272916	127.92091422852371	291.39648825894204
p226_063	11.573214560914954	7.22683195576109	151.71896892897593	264.4519595931702
p226_064	12.352897724152266	7.02763904692641	127.3650885842728	110.21158704067338
p226_065	11.821172717721522	7.91461283619009	148.77721877421186	104.48000836092787
p226_066	11.13047547482675	6.225547292675547	130.3107656628562	112.93777218133269
p226_067	11.983999025138628	7.468781745780812	152.04817592419187	117.60005547915354
p226_068	10.717459230682238	6.558102165223795	180.18098869276912	161.78705796037326
p226_069	10.895809950347331	6.885316941694985	138.94402554245696	126.70164206094427
p226_070	11.276128402899673	8.178260491257038	126.59790953724881	123.77366131336828
p226_071	10.73444866467635	7.341749649187252	147.56228888651626	125.38298586558327
p226_072	11.104899245663747	7.578791833735201	140.88978197497383	152.92646027320973
p226_073	8.62984911843298	5.578548806959678	195.45441501298515	161.10483034899553
p226_074	12.32265394231416	7.947642315896183	151.41460976904736	121.76691361519693
p226_075	10.900979462661809	7.333965580855434	144.89327150498366	166.00767490534412
p226_076	11.652191050022159	6.564986065050326	104.59922716963088	120.6942029276002
p226_077	10.617551452521132	7.475961711442826	124.38151623471974	147.38386188924204
p226_078	13.515498755393672	7.83002218672024	108.71361860512813	106.85198376975335
p226_079	11.592395727844773	7.19571441277405	165.0784741543807	107.06671238921581
p226_080	11.963430956387974	9.038125721305061	139.26275006944556	157.8314854759359
p226_082	10.63205176505708	5.793409712525996	132.36690938613162	108.65351575811553
p226_083	10.935536997168205	6.043315690660456	190.90846872682042	155.91507326264218
p226_084	12.72398743669138	8.687225083511269	129.44840553159324	125.74233262581528
p226_085	9.646140969216042	6.070796864899477	152.4199373798066	116.82677075528044
p226_086	10.111616781027	6.981193686091225	164.28648321975538	138.43644343597816
p226_088	10.162409237423338	6.86291697495622	160.1328945340947	178.13018180693774
p226_089	9.904309858479275	5.911299372851611	192.25344976684192	126.01154774889609
p226_090	12.297904232091138	7.359243851813256	134.53618676967096	138.53242753288828
p226_091	10.947901125284725	5.974752318294999	170.27195848119666	134.28627481722555
p226_092	9.329037301784412	5.299393365969395	175.9100712197977	289.8377661395162
p226_093	11.576542746336274	7.448817589258999	133.76034137262045	109.74388738841132
p226_094	12.828217195713963	9.011141192703017	134.4243392763602	137.92202875249558
p226_095	13.186150811769465	7.845518067427797	111.24410826322381	119.03595211474415
p226_096	13.461520821522951	9.369246930271355	155.74320580544062	137.72545580227438
p226_097	10.83516532378916	6.902441068914553	119.95801240518998	183.61917228712286
p226_098	9.33286498866181	5.464972504052268	156.47104654426755	118.76087104393363
p226_099	12.682363944414444	8.112277883647062	154.31940224487224	130.9152363623164
p226_100	12.167536899575284	7.931269609459118	160.2230932481956	122.82535134114376
p226_101	10.962401917372217	6.382899971813732	101.9385015248852	84.81400029111283
p226_102	12.537490480804626	9.509075131445831	127.67795948135687	127.53176179430025
p226_103	12.164833576946943	7.603508494580061	111.24078871433728	111.81408409263203
p226_104	12.069491150121499	8.209901883765445	127.81801909802391	129.30228191568347
p226_105	12.605191042157344	7.285110795405339	149.81468100883617	122.6571679207029
p226_106	12.13205154788218	8.18437996942667	123.61958350036417	122.70200658031952
p226_107	10.10700760598132	5.917506923299649	120.04169154435483	70.11364561996088
p226_108	12.919059925117557	8.791364546445118	111.90296229362804	100.5361252550697
p226_109	13.127732369899379	9.964954825243314	130.6939243876801	121.67887976940906
p226_110	13.546809411991111	7.781921107086486	140.95854674814757	146.8621193554499
p226_111	12.94147624204885	7.486526005002506	116.23928252754683	123.14452422390039
p226_112	12.1811002803851	8.766871300385976	113.17841097044285	112.52310279351029
p226_113	12.097513094033424	8.499880209587237	140.066067129216	142.00702086733057
p226_114	12.553223951676703	8.722451656847896	129.5911942429626	131.0416521511382
p226_115	11.980864854437934	8.570879646005373	141.10760415920325	158.88057736766697
p226_116	10.351409521198054	6.699624648419859	118.00953776279415	165.00909703648696
p226_117	12.900407672789425	8.735083172615646	136.94719013605584	133.09149358474565
